# ID alias catalog claimedtype dec discoverdate discoverer download ebv host hostdec hostoffsetang hostoffsetdist hostra instruments lumdist maxabsmag maxappmag maxdate name photolink ra radiolink redshift references sources spectralink velocity xraylink lumdist_kind redshift_kind velocity_kind
48790 SN2003hi sne II 41.89652777777778 2003/08/19 "Boles, Tom Boles" "" 0.0153 "MCG +07-33-16, PGC 56440" 41.89805555555556 10.49 7.854 239.1375 "" 164 -17.9 18.1 2003/08/18 SN2003hi 1,0 239.14083333333332 "" 0.036 2012A&A...538A.120L,2003IAUC.8184....2M,2016A&A...594A..13P,2011ApJ...737..103S,2008yCat....1.2024B "" "" 10725 "" "" host host
50822 "SN2008fn, ROTSE3 J004548.3+430222" sne Ib/c 37.061388888888885 2008/08/04 "Yuan et al., ROTSE" "" 0.0109 "A162148+3703, PGC 2092211" 37.061388888888885 6.344 3.913 245.44999999999996 "" 134.9 -18.82 16.8 2008/08/09 SN2008fn 1,0 245.45220833333335 "" 0.0298 2008CBET.1502....2H,2012A&A...538A.120L,2016A&A...594A..13P,2008CBET.1502....1Y,2011ApJ...737..103S "" "" 8940 "" "" "" host
52286 "SN2013cr, <a id=""PSNJ16114647+4051222"">PSN J16114647+4051222</a>" sne "II P" 40.85616666666667 2013/05/14 "Zhang et al., THU-NAOC Transient Survey (TNTS)" "" 0.0069 "PGC 2171957" 40.85527777777778 6.812 3.792 242.94583333333333 "" 121.048 -18.7861 16.6 2013/05/20 SN2013cr 1,0 242.94362499999994 "" 0.026805 2013CBET.3532....1S,2016A&A...594A..13P,2008yCat....1.2024B,2011ApJ...737..103S "" "" 8104 "" "" "" host
49624 SN2006cr sne II 58.13502777777778 2006/05/29 "Boles, Tom Boles" "" 0.01 "UGC 8205" 58.13527777777778 11.83 6.695 196.80833333333334 "" 127 -17.4 18.1 2006/05/28 SN2006cr 1,0 196.802125 "" 0.028 2012A&A...538A.120L,2006IAUC.8716....1P,2016A&A...594A..13P,2011ApJ...737..103S,2008yCat....1.2024B "" "" 8291 "" "" host host
49234 SN2005bt sne II 58.135666666666665 2005/04/20 "Trondal, Schwartz, Mike Schwartz" "" 0.0101 "UGC 8205" 58.13527777777778 7.496 4.242 196.80833333333334 "" 127 -17.5 18 2005/04/19 SN2005bt 1,0 196.80445833333332 "" 0.028 2012A&A...538A.120L,2005IAUC.8518....3G,2016A&A...594A..13P,2005IAUC.8518....2T,2011ApJ...737..103S "" "" 8291 "" "" host host
47851 SN2000cs sne "II, II Pec" 39.12475 2000/06/30 "Puckett, Tim Puckett et al." "" 0.0077 "MCG +07-34-15, PGC 57994" 39.12083333333334 14.37 10.1 245.88333333333333 "" 159 -18.3 17.7 2000/06/29 SN2000cs 1,0 245.8843333333333 "" 0.035 2000IAUC.7446....3M,2012A&A...538A.120L,2016A&A...594A..13P,2000IAUC.7446Q...1P,2011ApJ...737..103S "" 7,2.42,10.1 10596 "" "" host host
48914 SN2004C sne "IIb, Ic" 56.88005555555556 2004/01/12 "Dudley, Fischer, US Naval observatory" "" 0.0133 "NGC 3683" 56.877 21.12 2.545 171.88299999999995 clear 35 -17.3 15.4 2004/01/16 SN2004C 10,0,126 171.8738333333333 "" 0.0057 2017PASP..129e4201S,2012A&A...538A.120L,2004IAUC.8269....3B,2008ApJ...673..999P,2016A&A...594A..13P "" 9,-1.49,301 1656 "" host host host
50718 SN2008bn sne II 47.02791666666666 2008/03/31 LOSS "" 0.0154 "NGC 4226" 47.025277777777774 11.2 5.62 184.10833333333332 "KEP1 (U, B, V, r', i')" 115 -18.32 16.96 2008/04/04 SN2008bn 109,-0.188,70 184.10591666666667 "" 0.0242 2017ApJS..233....6H,2017arXiv170601030H,2012A&A...538A.120L,2008CBET.1322....2M,2016A&A...594A..13P "" 23,-3.42,62.2 7238 "" host "" host
47172 SN1996ak sne II 46.193999999999996 1996/07/13 "Buil, Christian Buil" "" 0.0109 "NGC 5021" 46.196099999999994 20.35 12.08 198.02599999999998 "" 129.51 -17.031 18.5 1996/07/12 SN1996ak 1,0 198.01841666666664 "" 0.02864 2008ApJ...673..999P,1996IAUC.6434....3E,2012A&A...538A.120L,2016A&A...594A..13P,1996IAUC.6437S...1C "" "" 8250 "" "" host host
52623 "SN2015bb, PSN J14513783+4035514" sne "Ib/c, Ic" 40.597611111111114 2015/11/16 "Shima, Kunihiro Shima" "" 0.0139 "NGC 5772" 40.59916666666667 14.45 4.967 222.9125 "" 73.2399 -18.3061 16 2015/11/18 SN2015bb 1,0 222.90762499999997 "" 0.016345 2016A&A...594A..13P,2008yCat....1.2024B,2011ApJ...737..103S "" "" 4916 "" "" "" host
48376 SN2002ee sne "II, II P" 40.61036111111111 2002/07/29 "Puckett, Toth, Tim Puckett et al." "" 0.014 "NGC 5772" 40.59916666666667 44 15 222.9125 C 109 -16.76 18.4 2002/07/29 SN2002ee 2,-10.8,-0.364 222.9189583333333 "" 0.016345 2012A&A...538A.120L,2002IAUC.7941....2H,2016A&A...594A..13P,2002IAUC.7941....1P,2011ApJ...737..103S "" "" 4916 "" host "" host
50805 SN2008ew sne Ic 20.04388888888889 2008/08/10 LOSS "" 0.0674 "IC 1236" 20.041666666666668 17.19 7.353 254.62499999999994 "" 90 -18 17 2008/08/09 SN2008ew 1,0 254.62049999999994 "" 0.02 2019MNRAS.482.1545S,2012A&A...538A.120L,2008CBET.1469....1G,2016A&A...594A..13P,2011ApJ...737..103S "" 4,16.4,50.7 6080 "" "" host host
48587 SN2003L sne "Ib, Ic, Ib/c Pec" 11.077305555555556 2003/01/12 "Boles, LOTOSS, Tom Boles" "" 0.0177 "NGC 3506" 11.0768 9.451 4.187 165.804 "C, R" 95.294 -19.873 15 2003/02/06 SN2003L 8,-30.2,53.3 165.80137499999998 "" 0.02119 2019MNRAS.482.1545S,2008ApJ...673..999P,2012A&A...538A.120L,2016A&A...594A..13P,2003IAUC.8048....2A "" 5,-11.3,21.1 6373 "" "" host host
51283 SN2009my sne "II, II P" 12.020722222222224 2009/12/24 LOSS "" 0.0165 "NGC 3559" 12.016111111111112 26.18 5.99 167.68749999999997 "" 35 -15.5 17.2 2010/11/19 SN2009my 1,0 167.69324999999998 "" 0.0108 2012A&A...538A.120L,2009CBET.2095....1L,2008yCat....1.2024B,2016A&A...594A..13P,2011ApJ...737..103S "" "" 3311 "" host "" host
3010 "AT2018iut, ZTF18acppddp, PS18cfq" sne Candidate 12.971675 2018/11/18 "ZTF, Pan-STARRS1, ZTF" "" "" "2MASX J11130941+1258143" 12.970638888888889 5.527 7.583 168.2892083333333 "GPC (w), GPC1 (w), ZTF-Cam (r)" 323.728 -19.0279 18.45 2018/11/21 AT2018iut 11,-2.78,47.7 168.29037083333333 "" 0.069528 2016A&A...594A..13P "" "" 20121 "" "" "" ""
49634 SN2006db sne "II, IIn" 44.383722222222225 2006/06/16 "Quimby, Mondol, ROTSE" "" 0.0124 "A115538+4423, SDSS J115538.31+442301.8" 44.3838 3.121 1.503 178.90999999999997 "" 103.94 -18.259 16.8 2006/06/15 SN2006db 1,0 178.9112083333333 "" 0.02308 2008ApJ...673..999P,2006IAUC.8723....4B,2012A&A...538A.120L,2016A&A...594A..13P,2006IAUC.8723....2Q "" 1,3.42 6900 "" "" host host
51037 SN2009dm sne "II, II P" 44.163666666666664 2009/04/19 "Newton, Puckett, Tim Puckett et al." "" 0.0219 "MCG +07-24-16, PGC 35456" 44.16444444444444 20.21 10.53 172.59166666666664 "" 108 -17.6 17.5 2009/04/08 SN2009dm 1,0 172.58391666666665 "" 0.024 2009CBET.1773....1N,2012A&A...538A.120L,2016A&A...594A..13P,2008yCat....1.2024B,2011ApJ...737..103S "" "" 7312 "" "" host host
52289 "SN2013cu, CSS130507:143359+401423, iPTF13ast, MASTER OT J143358.97+401420.7, PTF13ast, <a id=""PSNJ14335897+4014207"">PSN J14335897+4014207</a>, PSN J14335897+4014207" sne "II, IIb" 40.23908333333333 2013/05/05 "Shurpakov, MASTER" e 0.0105 "UGC 9379" 40.24444444444445 19.3 10.1 218.4958333333333 "UVOT (W2, W1, M2, U, B, V), R" 113.826 -20.2142 15.04 2013/05/06 SN2013cu 51,-3.24,26.2 218.4957083333333 "" 0.025235 2014ApJ...789..104O,2014Ap&SS.354...89B,2012PASP..124..668Y,2014Natur.509..471G,2013CBET.3540....1D "" 6,-3.41,63.9 7565 "" "" "" host
50782 SN2008dz sne II 43.09286111111111 2008/07/02 "Puckett, Gagliano, Tim Puckett et al." "" 0.0113 "NGC 5123" 43.08583333333333 27.23 15.55 200.7958333333333 "" 124.3 -18.04 17.4 2008/07/05 SN2008dz 1,0 200.79966666666664 "" 0.0275 2008CBET.1430....1P,2012A&A...538A.120L,2016A&A...594A..13P,2011ApJ...737..103S,2008yCat....1.2024B "" "" 8267 "" "" "" host
51364 "SN2010bd, PS1-10q, PS1-1000017" sne "II P, II" 46.03223055555556 2010/01/16 "Kankare et al., CRTS" e 0.0109 "A121937+4601, SDSS J121937.40+460156.8" 46.0325 5.635 6.462 184.90416666666664 "" 263 -14.3 22.7 2010/01/15 SN2010bd 1,0 184.90638749999997 "" 0.057 2010CBET.2226....2V,2012A&A...538A.120L,2015ApJ...799..208S,2016A&A...594A..13P,2011ApJ...737..103S "" "" 17100 "" "" spectroscopic host
52480 SN2014bd sne "II P" 9.380083333333333 2014/04/23 "Tominaga et al., Kiso Supernova Survey (KISS) collaboration" "" 0.0274 A145048+0922 9.378333333333334 6.385 3.911 222.7 "" 131 -15.8 19.8 2014/04/22 SN2014bd 1,0 222.70029166666666 "" 0.029 2014CBET.3884....1G,2014arXiv1409.1308M,2016A&A...594A..13P,2011ApJ...737..103S,2008yCat....1.2024B "" 1,13.1 8600 "" "" "" ""
47948 SN2001K sne II 12.302166666666668 2001/01/15 "BAOSS, BAO" "" 0.0171 "IC 677" 12.3011 6.291 1.439 168.48499999999999 "" 55 -17.4 16.3 2001/01/17 SN2001K 1,0 168.4835833333333 "" 0.0108 2017PASP..129e4201S,2012A&A...538A.120L,2008ApJ...673..999P,2001IAUC.7565....3H,2016A&A...594A..13P "" 4,6.43,70.7 3272 "" host host host
50703 SN2008ay sne "IIb, Ib" 52.27097222222222 2008/03/05 LOSS "" 0.0123 "UGC 8050" 52.2675 17.67 12.58 193.85416666666663 "" 157.6 -17.15 18.8 2008/03/04 SN2008ay 1,0 193.85983333333328 "" 0.0347 2008CBET.1292....1C,2012A&A...538A.120L,2019MNRAS.482.1545S,2016A&A...594A..13P,2011ApJ...737..103S "" 1,53.1 10389 "" "" "" host
51410 "SN2010cx, CSS100505:130031+414444, PTF10fya" sne II 41.745666666666665 2010/05/05 "Drake et al., CRTS" "" 0.0159 "A130031+4144, SDSS J130031.52+414444.5" 41.745555555555555 4.829 2.273 195.12916666666666 "" 140 -17 18.2 2010/03/04 SN2010cx 1,0 195.1309583333333 "" 0.03 2010CBET.2287....2P,2012A&A...538A.120L,2016A&A...594A..13P,2008yCat....1.2024B,2012PASP..124..668Y "" "" 9000 "" "" host host
51300 SN2009np sne Ic 6.425916666666667 2009/12/15 "Zheng et al., ROTSE" "" 0.0174 "A122707+0625, PGC 1300473, Anon J122707+0625" 6.425833333333333 5.672 2.948 186.7791666666666 "" 117 -18 17.3 2009/12/14 SN2009np 1,0 186.7775833333333 "" 0.026 2019MNRAS.482.1545S,2012A&A...538A.120L,2010CBET.2108....2C,2016A&A...594A..13P,2008yCat....1.2024B "" 2,24.4,32.2 7650 "" "" host host
51424 SN2010do sne Ic 6.096805555555555 2010/06/01 "Monard, LOSS, Berto Monard" "" 0.0232 "NGC 5374" 6.0969444444444445 28.19 8.675 209.37499999999997 "" 65 -17.9 16.1 2010/05/31 SN2010do 1,0 209.36712499999996 "" 0.0146 2012A&A...538A.120L,2010CBET.2301....3G,2019MNRAS.482.1545S,2008yCat....1.2024B,2016A&A...594A..13P "" 1,7.69 4295 "" host "" host
48638 SN2003bl sne "II P, II" 6.093444444444444 2003/03/02 LOTOSS "" 0.0232 "NGC 5374" 6.0969444444444445 15.9 4.69 209.37499999999997 "C, B, V, I" 65 -15.8 18.26 2003/04/25 SN2003bl 54,-53.2,56.7 209.3777083333333 "" 0.01459 2017ApJ...850...89G,2016AJ....151...33G,2014ApJ...786...67A,2012A&A...538A.120L,2003IAUC.8086....3F "" 8 4295 "" host heliocentric host
11381 "Gaia15abz, iPTF15jg, PS15ed" sne II 7.283972222222222 2015/02/05 Gaia "" 0.0231 "SDSS J122719.05+071702.6" 7.284055555555556 1.518 0.7897 186.82937499999997 "Astrometric, GPC (w), u, B, g, V, r, i" 113.2 -17.72 17.52 2015/02/27 Gaia15abz 90,-22.4,81.7 186.82979166666664 "" 0.0251 2015ATel.7112....1T,2012PASP..124..668Y,2016A&A...594A..13P,2011ApJ...737..103S "" 1,-14.1 7430 "" "" "" ""
49590 SN2006bj sne II 7.623694444444445 2006/03/26 "Quimby, ROTSE" "" 0.02 A122219+0737 7.623611111111112 2.398 1.904 185.57916666666665 "" 173 -18.9 17.2 2006/03/25 SN2006bj 1,0 185.5798333333333 "" 0.038 2006IAUC.8697....2H,2012A&A...538A.120L,2016A&A...594A..13P,2011ApJ...737..103S,2008yCat....1.2024B "" "" 11400 "" "" host host
52452 "SN2014ab, PSN J13480599+0723164, SNhunt237, <a id=""PSNJ13480599+0723164"">PSN J13480599+0723164</a>" sne IIn 7.387888888888889 2014/03/09 "Howerton, Howerton et al., CRTS" "" 0.0245 "SDSS J134805.97+072314.8, A134805+0723, UGC 8728" 7.387777777777778 14.73 7.135 207.02083333333331 "" 104.608 -19.7729 15.3 2014/03/09 SN2014ab 1,0 207.0249583333333 "" 0.023226 2014CBET.3826....1H,2017csnh.book.....H,2016A&A...594A..13P,2011ApJ...737..103S,2008yCat....1.2024B "" 1,0.489 6000 "" "" "" host
50980 "SN2009bh, PTF09q" sne Ic 8.432666666666666 2009/03/17 "Kasliwal et al., PTF" "" 0.0202 "A122450+0825, PGC 1346730" 8.4325 2.449 4.357 186.20833333333331 "" 420 -18 19.6 2009/03/16 SN2009bh 1,0 186.209 "" 0.09 2012PASP..124..668Y,2009CBET.1732....1K,2012A&A...538A.120L,2018ApJ...855....2Q,2016A&A...594A..13P "" 1,3.21 27000 "" "" host host
12448 "Gaia17ace, AT2016ive, PTSS-17idr, PS17ajb" sne Candidate 7.489388888888889 2016/12/13 "TNTS, GaiaAlerts, Pan-STARRS1, TNTS" "" 0.0207 "SDSS J122835.99+072917.6, SDSS J122835.99+072917.7" 7.488222222222222 4.624 2.406 187.14995833333333 "Astrometric, BATC (C), GPC (w), GPC1 (w), r" 113 -16.6 18.61 2017/01/09 Gaia17ace 19,-26.4,105 187.14941666666667 "" 0.025 2016A&A...594A..13P,2011ApJ...737..103S "" "" 7400 "" "" host ""
47298 SN1997bo sne II 7.730472222222223 1997/04/03 "BAOSS, BAO Supernova Survey" "" 0.0218 "A121952+0743, PGC 39731" 7.7312 3.012 0.8 184.96899999999997 "" 56.165 -17.634 16.1 1997/04/02 SN1997bo 1,0 184.96941666666663 "" 0.01257 2008ApJ...673..999P,1997IAUC.6612....2W,2012A&A...538A.120L,2016A&A...594A..13P,1997IAUC.6615R...1L "" "" 3605 "" "" host host
46636 SN1981J sne I 38.525 1981/03/11 Sanduleak "" 0.0088 "MCG +07-29-43, UGC 8975" 38.532222222222224 26 10 210.82083333333333 "" 85.3 -19.6 15 1981/03/10 SN1981J 1,0 210.82083333333333 "" 0.019 2012A&A...538A.120L,2016A&A...594A..13P,1993BICDS..42...17T,2011ApJ...737..103S,2008yCat....1.2024B "" "" 5733 "" "" host host
49502 SN2005mb sne II 41.71638888888889 2005/12/21 "Puckett, Ceravolo, Tim Puckett et al." "" 0.0168 "NGC 4963" 41.721900000000005 21.02 10.44 196.46599999999998 "" 107.42 -15.63 19.5 2005/12/20 SN2005mb 1,0 196.46858333333333 "" 0.02384 2008ApJ...673..999P,2005IAUC.8647....1P,2012A&A...538A.120L,2016A&A...594A..13P,2011ApJ...737..103S "" "" 7150 "" "" host host
50673 SN2008U sne II 40.381 2008/01/20 LOSS "" 0.0151 "UGC 8917" 40.380833333333335 8.363 2.191 209.95416666666662 "" 50 -15 18.4 2008/01/19 SN2008U 1,0 209.95112499999996 "" 0.0124 2012A&A...538A.120L,2008CBET.1238....1W,2016A&A...594A..13P,2011ApJ...737..103S,2008yCat....1.2024B "" 1,19.3 3742 "" host "" host
49627 "SN2006cu, SNF20060529-001" sne "II, IIn" 9.659416666666667 2006/05/29 "NSF, Nearby Supernova Factory" "" 0.0232 "UGC 9530" 9.657777777777778 34.66 20.58 221.9208333333333 "" 129.3 -17.73 17.8 2006/05/28 SN2006cu 1,0 221.93045833333332 "" 0.0286 2006IAUC.8720....2S,2012A&A...538A.120L,2016A&A...594A..13P,2006IAUC.8720....1L,2006ATel..825....1A "" "" 8570 "" "" "" host
13412 "Gaia17cfw, AT2017gpv, MLS180317:144218+102522, PS18awh" sne Candidate 10.422788888888888 2017/09/04 "GaiaAlerts, Pan-STARRS1, Gaia" "" 0.0242 "SDSS J144218.64+102521.1" 10.422527777777777 6.851 5.006 220.57766666666663 "Astrometric, GPC (w), C" 161.633 -17.6747 18.33 2017/09/04 Gaia17cfw 44,0.398,468 220.57574999999997 "" 0.035563 2009ApJ...696..870D,2016A&A...594A..13P,2011ApJ...737..103S "" "" 10472 "" "" "" ""
50972 SN2009az sne "II P" 36.86194444444445 2009/03/20 LOSS "" 0.0139 "UGC 6036" 36.861111111111114 14.95 6.782 163.97916666666663 "" 97.62 -15.82 19.1 2009/03/19 SN2009az 1,0 163.98424999999997 "" 0.0217 2009CBET.1729....1N,2012A&A...538A.120L,2016A&A...594A..13P,2008yCat....1.2024B,2014MNRAS.444.2428H "" "" 6502 "" "" "" host
50041 SN2006ss sne "II, IIb" 35.19519444444444 2006/12/17 "Boles, Tom Boles" "" 0.0157 "NGC 5579" 35.18879999999999 26.43 6.711 215.10999999999999 "" 33 -15 17.6 2006/12/16 SN2006ss 1,0 215.11441666666664 "" 0.012 2012A&A...538A.120L,2006IAUC.8789....1B,2008ApJ...673..999P,2016A&A...594A..13P,2011ApJ...737..103S "" 2,3.46,4.45 3591 "" host host host
23993 PS15asc sne "II P" 23.46686111111111 2015/06/11 PS1 "" 0.0693 "SDSS J160913.32+232755.1" 23.465305555555556 7.124 3.353 242.30549999999994 "GPC (r)" 140 -17 19.03 2015/07/03 PS15asc 16,-21.4,-0.0706 242.30416666666665 "" 0.03 2015ATel.7756....1H,2016A&A...594A..13P,2011ApJ...737..103S "" "" 9000 "" "" "" ""
46774 SN1988I sne "II, IIn" 35.65836111111111 1988/03/07 "Pollas, Christian Pollas" "" 0.0091 "PGC 86944" 35.6575 3.869 3.072 155.2958333333333 "" 173 -17.1 19 1988/03/06 SN1988I 1,0 155.29662499999998 "" 0.038 2012A&A...538A.120L,1988IAUC.4563....4B,2016A&A...594A..13P,2008yCat.2283....0B,2011ApJ...737..103S "" "" 11260 "" "" host host
51768 "SN2011dt, PSN J14243612+3516387, <a id=""PSNJ14243612+3516387"">PSN J14243612+3516387</a>, PTF11emo" sne II 35.27741666666667 2011/06/08 LOSS "" 0.0192 "UGC 9233" 35.27972222222222 16.03 9.446 216.14583333333331 "" 128.4 -17.61 17.9 2012/05/24 SN2011dt 1,0 216.15049999999997 "" 0.0284 2011CBET.2752....2S,2016A&A...594A..13P,2008yCat....1.2024B,2012PASP..124..668Y,2011ApJ...737..103S "" "" 8514 "" "" "" host
47850 "SN2000cr, AAVSO 1354+37" sne Ic 37.43677777777778 2000/06/25 "Migliardi, Dimai, Marco Migliardi and A. Dimai" "" 0.0089 "NGC 5395" 37.425555555555555 40.64 9.549 209.6583333333333 "" 49.1 -17.5 15.9 2000/07/11 SN2000cr 1,0 209.65987499999997 "" 0.012 2019MNRAS.482.1545S,2000IAUC.7443....5N,2012A&A...538A.120L,2016A&A...594A..13P,2000IAUC.7443Q...1M "" 7,-15.3,55.8 3505 "" "" host host
46381 SN1965N sne "II, II P" 35.39544444444444 1965/12/21 "Rudnicki, Konrad Rudnicki" "" 0.0115 "NGC 3074" 35.39222222222222 14.49 5.181 149.9208333333333 "pg, pv, B, V" 76.2 -18.7 15.72 1965/12/28 SN1965N 42,-6.99,163 149.92379166666663 "" 0.017 1967AN....289..247R,2012A&A...538A.120L,2016A&A...594A..13P,1993PASP..105.1250P,2011ApJ...737..103S "" "" 5144 "" "" host host
48335 SN2002cp sne "Ic, Ib/c" 35.399277777777776 2002/04/28 LOTOSS "" 0.0113 "NGC 3074" 35.39222222222222 66.77 23.87 149.9208333333333 C 76.2 -17.6 16.8 2002/05/06 SN2002cp 3,-8.16,-0.403 149.89979166666663 "" 0.017 2012A&A...538A.120L,2019MNRAS.482.1545S,2002IAUC.7887....3P,2016A&A...594A..13P,2002IAUC.7887....1G "" 7,-3.44,11.3 5144 "" "" host host
50765 "SN2008di, CSS080611:121642+410211" sne "II, II P" 41.03644444444444 2008/06/11 "Drake et al., CRTS" "" 0.0158 "A121641+4102, SDSS J121641.21+410219.3" 41.03638888888889 6 5 184.17083333333332 "" 178 -19 17.2 2008/06/10 SN2008di 1,0 184.17304166666665 "" 0.039 2008CBET.1409....7B,2012A&A...538A.120L,2016A&A...594A..13P,2008CBET.1409....1D,2011ApJ...737..103S "" 1,15.9 11679 "" "" host host
46368 SN1965A sne I 9.023333333333333 1965/01/01 "Chavira, Enrique Chavira" "" 0.0201 "NGC 4410B, NGC 4410, NGC 4410A" 9.020000000000001 12 6.2 186.62499999999997 "" 113 -19.2 16 1965/12/26 SN1965A 1,-351 186.62499999999997 "" 0.025 2012A&A...538A.120L,2016A&A...594A..13P,1993BICDS..42...17T,2011ApJ...737..103S,2008yCat....1.2024B "" "" 7483 "" "" host host
345 "ASASSN-18ll, AT2018cdh, ATLAS18qdo" sne Ibn 6.4198611111111115 2018/06/02 "ASAS-SN, ATLAS, ASAS-SN" "" 0.031 "SDSS J151142.60+062511.9" 6.419972222222222 0.06 0.04 227.92749999999998 "ACAM1 (orange), Brutus (V)" 144.672 -18.7678 17 2018/06/02 ASASSN-18ll 2,-0.194,0.938 227.9278708333333 "" 0.031916 2016A&A...594A..13P,2011ApJ...737..103S "" "" 9415.6 "" "" host ""
49586 SN2006bf sne "IIb, Ib" 9.65836111111111 2006/03/27 "Puckett, Gagliano, Tim Puckett et al." e 0.021 "UGC 8093" 9.654166666666667 15.82 8.239 194.71249999999998 "RetroCam (Y, J, H), SITe3 (B, g, V, r, i), WIRC (Y, J, H), B, V, r', i'" 108 -17.8 17.34 2006/04/01 SN2006bf 109,-5.86,63.1 194.71116666666666 "" 0.024 2017arXiv170707616S,2014ApJS..213...19B,2012A&A...538A.120L,2006IAUC.8693....3H,2016A&A...594A..13P "" 1,-1.46 7115 "" "" host host
50214 "SN2007ed, SNF20070526-001" sne II 7.014888888888889 2007/05/26 "NSF, Nearby Supernova Factory" "" 0.039 "A153452+0700, PGC 1312009" 7.014722222222222 5.689 7.733 233.71666666666664 "" 330 -18 19.7 2007/05/25 SN2007ed 1,0 233.71824999999995 "" 0.07 2007CBET..990....1A,2012A&A...538A.120L,2016A&A...594A..13P,2007ATel.1099....1A,2011ApJ...737..103S "" "" 21000 "" "" host host
51070 SN2009et sne "II, II P" 10.773277777777778 2009/05/20 LOSS "" 0.0211 "IC 3704" 10.769722222222223 24.91 15.26 190.93749999999997 "" 122 -16.4 19 2009/05/19 SN2009et 1,0 190.94354166666665 "" 0.029 2012A&A...538A.120L,2009CBET.1813....1R,2008yCat....1.2024B,2016A&A...594A..13P,2011ApJ...737..103S "" "" 8661 "" host host host
50717 "SN2008bm, CSS080329:130259+103027" sne "II, IIn" 10.5075 2008/03/29 "Drake et al., CRTS" "" 0.0215 "A130258+1030, CGCG 071-101, PGC 45053" 10.5075 11.06 7.274 195.74166666666665 V 145 -18.6 17.2 2008/03/28 SN2008bm 18,0,89.7 195.74479166666666 "" 0.032 2017ApJ...850...89G,2014ApJ...786...67A,2012A&A...538A.120L,2008CBET.1320....1D,2016A&A...594A..13P "" 5,9.47,46.2 9600 "" "" host host
47324 SN1997co sne II 9.70636111111111 1997/05/29 "BAOSS, BAO Supernova Survey" "" 0.0191 "NGC 5125" 9.710277777777778 14.35 6.801 201.00416666666663 "" 90 -18 17 1997/05/28 SN1997co 1,0 201.00491666666667 "" 0.023 2012A&A...538A.120L,1997IAUC.6672....2B,2016A&A...594A..13P,2008yCat.2283....0B,2011ApJ...737..103S "" "" 6993 "" host host host
50154 "SN2007bv, SNF20070418-009" sne II 7.096861111111111 2007/04/18 "NSF, Nearby Supernova Factory" "" 0.0392 "A153410+0705, CGCG 050-027, PGC 55466" 7.096666666666667 12.97 11.98 233.54166666666663 "" 230 -17 19.6 2007/04/17 SN2007bv 1,0 233.54529166666663 "" 0.05 2007IAUC.8834....1M,2012A&A...538A.120L,2016A&A...594A..13P,2007CBET..941....1A,2011ApJ...737..103S "" "" 15000 "" "" host host
46641 SN1982D sne II 5.348333333333334 1982/03/23 "Arp, Sulentic" "" 0.03 "NGC 5679B, NGC 5679" 5.359999999999999 73.03 44.73 218.78333333333333 "" 131 -17.6 18 1982/03/22 SN1982D 1,0 218.76666666666665 "" 0.029 2012A&A...538A.120L,1982IAUC.3681....2L,2016A&A...594A..13P,1993BICDS..42...17T,2011ApJ...737..103S "" "" 7500 "" "" host host
50233 "SN2007ew, SNF20070628-009" sne II 4.567583333333333 2007/06/28 "NSF, Nearby Supernova Factory" "" 0.0406 A151559+0434 4.5675 1.967 0.9259 228.9958333333333 "" 140 -16 19.5 2007/06/27 SN2007ew 1,0 228.99637499999997 "" 0.03 2007CBET..991....1A,2012A&A...538A.120L,2016A&A...594A..13P,2007ATel.1126....1A,2011ApJ...737..103S "" "" 9000 "" "" host host
50229 "SN2007es, SNF20070626-009" sne II 6.593388888888889 2007/06/26 "NSF, Nearby Supernova Factory" "" 0.022 "A142746+0635, CGCG 047-053, PGC 51646" 6.593333333333333 5.517 2.597 216.94166666666663 "" 140 -17 18.7 2007/06/25 SN2007es 1,0 216.9432083333333 "" 0.03 2007CBET..990....1A,2012A&A...538A.120L,2016A&A...594A..13P,2007ATel.1124....1A,2011ApJ...737..103S "" "" 9000 "" "" host host
26342 "PS15xr, iPTF15agp" sne II 45.275416666666665 2015/03/30 PS1 "" 0.0159 "2MASX J14562053+4516275" 45.27430555555556 4.475 2.821 224.08554166666664 "GPC (i)" 138.1 -16.74 18.93 2015/03/30 PS15xr 13,-0.0576,33.9 224.08474999999996 "" 0.0305 2015ATel.7399....1T,2012PASP..124..668Y,2016A&A...594A..13P,2011ApJ...737..103S "" 1,11.2 9000 "" "" "" ""
48670 SN2003cr sne "Ic, Ic?" 44.88511111111111 2003/03/31 "Boles, Tom Boles" "" 0.0156 "UGC 9639" 44.88388888888889 6.657 4.984 224.64999999999998 R 164 -18.5 17.5 2003/03/31 SN2003cr 2,-0.309,0.376 224.64804166666664 "" 0.036 2012A&A...538A.120L,2019MNRAS.482.1545S,2016A&A...594A..13P,2003IAUC.8103....3H,2003IAUC.8103....1A "" 3,6.27,7.24 10748 "" "" host host
52499 "SN2014bw, CSS140617:165545+261529, PSN J16554477+2615286, <a id=""PSNJ16554477+2615286"">PSN J16554477+2615286</a>, iPTF14dfy" sne IIn 26.257944444444444 2014/06/10 "Ciabattari, Mazzoni, Rossi, Italian Supernovae Search Project, ISSP" e 0.0522 "PGC 59263" 26.254722222222224 20.21 15.22 253.94166666666666 "" 166.9 -19.27 16.8 2014/06/18 SN2014bw 1,0 253.93654166666664 "" 0.0367 2014CBET.3913....1C,2012PASP..124..668Y,2014ATel.6222....1T,2016A&A...594A..13P,2008yCat....1.2024B "" 1,-8.2 11013 "" "" "" host
